Var1,Var2
0,108.193652873873
300,108.191682755272
600,108.199082619579
900,108.232635351797
1200,108.308981580701
1500,108.432981236647
1800,108.593628424261
2100,108.771936368866
2400,108.949355608101
2700,109.116297597638
3000,109.272794468338
3300,109.423089265126
3600,109.572609550713
3900,109.726608372966
4200,109.889638995335
4500,110.065434806992
4800,110.256970500073
5100,110.466590849693
5400,110.6961572938
5700,110.947188787805
6000,111.220940964992
6300,111.518150118699
6600,111.83852616226
6900,112.180786037432
7200,112.543541948756
7500,112.926538730953
7800,113.33124862129
8100,113.760124375262
8400,114.215031652239
8700,114.695368078991
9000,115.19718706276
9300,115.71468771114
9600,116.243434484396
9900,116.781392122034
10200,117.327678185668
10500,117.881645989724
10800,118.442514585221
11100,119.00926546459
11400,119.580665848962
11700,120.155345728808
12000,120.731887127596
12300,121.308909288855
12600,121.885142414186
12900,122.45948551961
13200,123.031047393067
13500,123.599170577534
13800,124.16343923621
14100,124.723673272336
14400,125.279910079017
14700,125.832375588025
15000,126.381449150801
15300,126.927625570416
15600,127.47147507795
15900,128.013601626686
16200,128.554601957774
16500,129.095028909563
16800,129.635361318094
17100,130.17598190562
17400,130.717163785492
17700,131.259065551903
18000,131.801734360497
18300,132.345115949846
18600,132.889070215506
18900,133.433390734749
19200,133.977826550953
19500,134.522104554711
19800,135.06595093047
20100,135.609110354155
20400,136.151361906955
20700,136.692530989186
21000,137.232496852192
21300,137.771195692612
21600,138.308619436956
21900,138.844809801459
22200,139.379848778361
22500,139.913847992041
22800,140.44693799788
23100,140.979257834559
23400,141.510945283332
23700,142.042128310782
24000,142.572918092517
24300,143.103403890814
24600,143.633649918718
24900,144.16369418362
25200,144.693549176644
25500,146.903455853765
25800,151.595304147288
26100,157.788286483506
26400,164.790890204372
26700,172.041059688414
27000,179.174212147762
27300,185.935985124307
27600,192.125525678755
27900,197.578813303524
28200,202.17048320512
28500,205.812923283057
28800,208.453149746201
29100,210.068769056994
29400,210.66702805042
29700,210.311186699272
30000,209.139849576826
30300,207.327145828757
30600,205.042310158156
30900,202.437497470887
31200,199.640600001016
31500,196.753010659863
31800,193.851749326811
32100,190.989836103328
32400,188.190410829826
32700,185.45386475138
33000,182.772833855214
33300,180.139368428438
33600,177.547537756098
33900,174.993996350031
34200,172.477721123195
34500,169.99948025468
34800,167.561275427907
35100,165.165855798232
35400,162.816330772332
35700,160.509131737102
36000,158.227847600064
36300,155.979509922817
36600,153.770339239683
36900,151.604790585824
37200,149.486208895653
37500,147.417168840558
37800,145.399654400316
38100,143.43516702152
38400,141.524800344644
38700,139.669289406983
39000,137.86904825712
39300,136.124208969785
39600,134.434659387084
39900,132.800075056053
40200,131.219947046315
40500,129.693606942751
40800,128.220170311587
41100,126.79781542002
41400,125.42303336735
41700,124.090778805114
42000,122.795157993212
42300,121.530147160616
42600,120.290160623966
42900,119.070697291953
43200,117.870857051962
43500,118.869554329077
43800,122.891802211203
44100,128.588253314367
44400,135.146399791065
44700,142.033236884844
45000,148.880761337492
45300,155.429105981639
45600,161.510780560536
45900,166.969662062972
46200,171.662563012241
46500,175.513005485421
46800,178.465152426644
47100,180.487780437503
47400,181.574108402406
47700,181.745433972138
48000,181.095874986258
48300,179.779700373915
48600,177.956467843265
48900,175.772874582829
49200,173.356427038398
49500,170.811719362347
49800,168.220344596951
50100,165.642839962425
50400,163.114581284559
50700,160.641080320255
51000,158.198520683234
51300,155.784810859696
51600,153.398533498946
51900,151.03842721328
52200,148.704483506368
52500,146.398037251681
52800,144.121487025129
53100,141.877928635399
53400,139.670816617323
53700,137.503689140987
54000,135.379967571705
54300,133.302818496607
54600,131.275068341801
54900,129.299155896933
55200,127.377113012452
55500,125.510568359713
55800,123.700757767014
56100,121.948546019442
56400,120.254459762075
56700,118.618720575904
57000,117.041276513157
57300,115.521832412069
57600,114.059791861922
57900,112.653476987972
58200,111.299395507
58500,109.992800835382
58800,108.73069897272
59100,107.512748879654
59400,106.339500932162
59700,105.210385227168
60000,104.122308660979
60300,103.070521492242
60600,102.050937633938
60900,101.061848892538
61200,100.103975402078
61500,99.1793714503871
61800,98.2899520202506
62100,97.4362676777895
62400,96.6170784829384
62700,95.8297673434399
63000,95.0712532363206
63300,94.3389533581113
63600,93.6314337729393
63900,92.9485470206875
64200,92.2910015912315
64500,91.6595581128708
64800,91.0545102701984
65100,90.4760017514787
65400,89.9244136159933
65700,89.4001967361691
66000,88.9036113933602
66300,88.4346427814303
66600,87.9930110018971
66900,87.5782167605351
67200,87.1895948051544
67500,86.82636310394
67800,86.4876636767205
68100,86.1725949485727
68400,85.8802365153447
68700,88.5545306661723
69000,95.2634399586084
69300,104.152892016176
69600,114.136880169965
69900,124.542937122853
70200,134.924246292935
70500,144.963645886692
70800,154.454804186861
71100,163.243858272874
71400,171.119013453799
71700,177.946218949917
72000,183.656715022608
72300,188.204619712477
72600,191.57035420269
72900,193.760142344124
73200,194.803543666341
73500,194.756434099125
73800,193.748553370449
74100,191.969786595845
74400,189.613151516569
74700,186.855036026212
75000,183.845412334709
75300,180.704039233761
75600,177.522607372826
75900,174.368146300665
76200,171.278829198106
76500,168.266084309324
76800,165.327710476475
77100,162.457823603435
77400,159.637870279639
77700,156.847383038743
78000,154.092456717178
78300,151.377691882187
78600,148.707132672359
78900,146.084708518633
79200,143.514270775522
79500,140.999496304827
79800,138.543775909712
80100,136.150123575958
80400,133.821120274182
80700,131.55888418008
81000,129.365066353242
81300,127.240870483098
81600,125.187076757781
81900,123.204070947759
82200,121.29188113335
82500,119.450217388384
82800,117.67851133681
83100,115.975953939655
83400,114.341530695106
83700,112.774053902081
84000,111.272191899814
84300,109.834495249599
84600,108.459418800538
84900,107.145337204008
85200,105.890363908007
85500,104.690630977112
85800,103.539529329729
86100,102.429272808193
86400,101.353230427178
86700,100.307787019366
87000,99.2928400431016
87300,98.3109382388019
87600,97.3654186689894
87900,96.458412955308
88200,95.5897188548701
88500,94.7569199872844
88800,93.9563773142147
89100,93.1844840731008
89400,92.4387156937913
89700,91.718144085784
90000,91.023274581353
90300,90.3552723269166
90600,89.7149634579405
90900,89.1024493787154
91200,88.5176173381706
91500,87.9606875866934
91800,87.4320976135574
92100,86.9321600716104
92400,86.4609194451985
92700,86.0181378455642
93000,85.6033343854193
93300,85.2158400951667
93600,84.8548513627431
93900,84.5194754360565
94200,84.2087665405008
94500,83.9217535187747
94800,83.6574607524315
95100,83.4149229812054
95400,83.1931942732009
95700,82.9913533883282
96000,82.808507365682
96300,82.6437937329255
96600,82.4963816808241
96900,82.3654728080097
97200,82.250301401734
97500,82.150133813072
97800,82.0642669460032
98100,81.9920265801665
98400,81.9327659784364
98700,81.8858646628
99000,81.8507272777576
99300,81.8267825075992
99600,81.8134820562427
99900,81.8102998383325
100200,81.816731239725
100500,81.8322922436124
100800,81.8565184699743
101100,81.8889640932458
101400,81.9292008023136
101700,81.9768169581986
102000,82.0314168852115
102300,82.0926202400625
102600,82.1600614297297
102900,82.233389063432
103200,82.3122654314311
103500,82.3963660070045
103800,82.4853789696147
104100,82.5790047480374
104400,82.6769555824938
104700,82.7789551092281
105000,82.8847379987372
105300,82.9940496134238
105600,83.1066456428277
105900,83.2222917319239
106200,83.3407631168517
106500,83.4618442744083
106800,83.5853285872836
107100,83.7110180241
107400,83.8387228260337
107700,83.9682611993272
108000,84.0994590279847
108300,84.2321496095165
108600,84.3661734056896
108900,84.5013778034898
109200,84.6376168839354
109500,84.7747511976171
109800,84.912647546441
110100,85.0511787713265
110400,85.1902235457297
110700,85.3296661748992
111000,85.4693964007778
111300,85.6093092124566
111600,85.7493046620776
111900,90.1828450675683
112200,100.626963335897
112500,114.451359620857
112800,130.051372691249
113100,146.389701618288
113400,162.756202627297
113700,178.530478851348
114000,193.321984955664
114300,206.929944624057
114600,219.167994576519
114900,229.880360851661
115200,238.9521061677
115500,246.311975375038
115800,251.93113902723
116100,255.819656394712
116400,258.021712818674
116700,258.610283773915
117000,257.689628663695
117300,255.454580019943
117600,252.17838782923
117900,248.140448743177
118200,243.590807118054
118500,238.735123054033
118800,233.733977467951
119100,228.708363955342
119400,223.745201476029
119700,218.89023628742
120000,214.154784471896
120300,209.535913866733
120600,205.027409431847
120900,200.624126908468
121200,196.323238545486
121500,192.124161280208
121800,188.028021998146
122100,184.03704026014
122400,180.153981079582
122700,176.381727996102
123000,172.722979722359
123300,169.180049770401
123600,165.754746000278
123900,162.448312785368
124200,159.245482530796
124500,156.12794642117
124800,153.104039166389
125100,150.177842722898
125400,147.351019297108
125700,144.623895141779
126000,141.995984602095
126300,139.466260285123
126600,137.033303706611
126900,134.695399209944
127200,132.450600063156
127500,130.296778407592
127800,128.231663728665
128100,126.252875115596
128400,124.357951862356
128700,122.544378984907
129000,120.809606929687
129300,119.151071348998
129600,117.566208818581
129900,116.824938589916
130200,117.179390609323
130500,118.122834823967
130800,119.355911126727
131100,120.699641450974
131400,122.049157239421
131700,123.337407421177
132000,124.525306636307
132300,125.593088870518
132600,126.536479734926
132900,127.367995908554
133200,128.109394051616
133500,128.783794720685
133800,129.41017577559
134100,129.999673385012
134400,130.555280638941
134700,131.07418417062
135000,131.551731707173
135300,131.984912625744
135600,132.373912053846
135900,132.722354815521
136200,133.036417049977
136500,133.323345169011
136800,133.590378136053
137100,133.844251569787
137400,134.091020208008
137700,134.336032458153
138000,134.583971042496
138300,134.838917176081
138600,135.104418422354
138900,135.383551865202
139200,135.678979815031
139500,135.992997801856
139800,136.327575626832
140100,136.684392535903
140400,137.064775484335
140700,137.468868646713
141000,137.894922121041
141300,138.340076286512
141600,138.802244528728
141900,139.280940648417
142200,139.77634639242
142500,140.288294432294
142800,140.815897413337
143100,141.357500041576
143400,141.910788367539
143700,142.472980659885
144000,143.041032293031
144300,143.611850275376
144600,144.182506257535
144900,144.75041515964
145200,145.313468846198
145500,145.870123134274
145800,146.419437670996
146100,146.96107294403
146400,147.49525437325
146700,148.022703864015
147000,148.544532253446
147300,149.062107730748
147600,149.576923539014
147900,150.090475390964
148200,150.604152377422
148500,151.119145987334
148800,151.636382270031
149100,152.15647992179
149400,152.67973487699
149700,153.206129960764
150000,153.735366546871
150300,154.266914779423
150600,154.800076147161
150900,155.334051605933
151200,155.8680101009
151500,156.401152707657
151800,156.932768280028
152100,157.462277449319
152400,157.989262929496
152700,158.513485238296
153000,159.034884057365
153300,159.553566523131
153600,160.069785041928
153900,160.583906884699
154200,161.096377630564
154500,161.607681660848
154800,162.118101275416
155100,166.054766828507
155400,174.980401816516
155700,186.862018430329
156000,200.339887455981
156300,214.470828299954
156600,228.581273880599
156900,242.186503563487
157200,254.981142738143
157500,266.743535910897
157800,277.257557887338
158100,286.337050657441
158400,293.840632734671
158700,299.675625306912
159000,303.796454116546
159300,306.200330559871
159600,306.92169926213
159900,306.036203969663
160200,303.734733043431
160500,300.304887420659
160800,296.042732533667
161100,291.214269133723
161400,286.038986207713
161700,280.688967583931
162000,275.294617881594
162300,269.950697440694
162600,264.710635857286
162900,259.588723505377
163200,254.579011897743
163500,249.670564781598
163800,244.853920966657
164100,240.123063815904
164400,235.475461521616
164700,230.911398466859
165000,226.433147268732
165300,222.044204175491
165600,217.748669222099
165900,213.550781588747
166200,209.45459031121
166500,205.463734843251
166800,201.581314367954
167100,197.809819040139
167400,194.15110770944
167700,190.606417198515
168000,187.176390712957
168300,183.861121122912
168600,180.660201989029
168900,177.572780844922
169200,174.597612184615
169500,171.733108990871
169800,168.977392591701
170100,166.328339689705
170400,163.783624995697
170700,161.339442901716
171000,158.971734123317
171300,156.676422126986
171600,154.455814336939
171900,152.310105120629
172200,150.238417699054
172500,148.239322163865
172800,146.311099717865
