Var1,Var2
0,108.193652873873
300,108.191682755272
600,108.199082619579
900,108.232635351797
1200,108.308981580701
1500,108.432981236647
1800,108.593628424261
2100,108.771936368866
2400,108.949355608101
2700,109.116297597638
3000,109.272794468338
3300,109.423089265126
3600,109.572609550713
3900,109.726608372966
4200,109.889638995335
4500,110.065434806992
4800,110.256970500073
5100,110.466590849693
5400,110.6961572938
5700,110.947188787805
6000,111.220940964992
6300,111.518150118699
6600,111.83852616226
6900,112.180786037432
7200,112.543541948756
7500,112.926538730953
7800,113.33124862129
8100,113.760124375262
8400,114.215031652239
8700,114.695368078991
9000,115.19718706276
9300,115.71468771114
9600,116.243434484396
9900,116.781392122034
10200,117.327678185668
10500,117.881645989724
10800,118.442514585221
11100,119.00926546459
11400,119.580665848962
11700,120.155345728808
12000,120.731887127596
12300,121.308909288855
12600,121.885142414186
12900,122.45948551961
13200,123.031047393067
13500,123.599170577534
13800,124.16343923621
14100,124.723673272336
14400,125.279910079017
14700,125.832375588025
15000,126.381449150801
15300,126.927625570416
15600,127.47147507795
15900,128.013601626686
16200,128.554601957774
16500,129.095028909563
16800,129.635361318094
17100,130.17598190562
17400,130.717163785492
17700,131.259065551903
18000,131.801734360497
18300,132.345115949846
18600,132.889070215506
18900,133.433390734749
19200,133.977826550953
19500,134.522104554711
19800,135.06595093047
20100,135.609110354155
20400,136.151361906955
20700,136.692530989186
21000,137.232496852192
21300,137.771195692612
21600,138.308619436956
21900,138.844809801459
22200,139.379848778361
22500,139.913847992041
22800,140.44693799788
23100,140.979257834559
23400,141.510945283332
23700,142.042128310782
24000,142.572918092517
24300,143.103403890814
24600,143.633649918718
24900,144.16369418362
25200,144.693549176644
25500,146.375376752508
25800,149.759219817732
26100,154.173590439259
26400,159.143439159713
26700,164.309281979656
27000,169.356577267394
27300,174.087432833213
27600,178.351004133853
27900,182.020714821607
28200,184.998983406016
28500,187.217975895738
28800,188.637591205335
29100,189.246340014892
29400,189.092868965407
29700,188.294977410287
30000,186.995160712411
30300,185.32730709189
30600,183.409447969284
30900,181.342024090828
31200,179.206583583203
31500,177.065540736936
31800,174.958665416567
32100,172.900078795584
32400,170.887119957699
32700,168.911950785814
33000,166.966914155033
33300,165.046409724879
33600,163.147222369333
33900,161.266167222403
34200,159.386028118283
34500,157.508399858627
34800,155.638830214806
35100,153.782032656322
35400,151.942225514206
35700,150.123254647195
36000,148.328626035896
36300,146.561505462404
36600,144.824711658289
36900,143.120713208089
37200,141.451633386276
37500,139.81925936848
37800,138.225058568149
38100,136.670201494642
38400,135.15556134822
38700,133.681478994969
39000,132.24716439593
39300,130.850365573595
39600,129.487637943474
39900,128.154858424002
40200,126.847717587071
40500,125.56226887845
40800,124.296814888997
41100,123.053988013086
41400,121.839745807422
41700,120.659690649444
42000,119.514980262104
42300,118.401169439871
42600,117.310890475415
42900,116.238234885129
43200,115.182970151383
43500,117.632958703209
43800,124.935498569516
44100,134.91993385616
44400,146.26340483332
44700,158.11348733612
45000,169.856174509374
45300,180.990078304955
45600,191.239311999504
45900,200.393036516807
46200,208.293662536062
46500,214.834043055576
46800,219.953080280254
47100,223.630511991285
47400,225.881331033316
47700,226.750131644967
48000,226.312965603388
48300,224.731259474081
48600,222.235126168754
48900,219.059910708094
49200,215.419388964289
49500,211.491269305522
49800,207.415462584804
50100,203.29822754979
50400,199.216931650482
50700,195.215907366532
51000,191.308969366115
51300,187.494314333653
51600,183.765971537679
51900,180.118689124745
52200,176.54945539464
52500,173.057562521803
52800,169.644121540251
53100,166.311459479372
53400,163.062574823225
53700,159.891073541698
54000,156.775706478941
54300,153.726794396544
54600,150.752120263587
54900,147.856715953712
55200,145.04402049205
55500,142.316415034417
55800,139.67548957723
56100,137.122191849491
56400,134.656928350148
56700,132.279640416601
57000,129.989864344713
57300,127.786785398351
57600,125.669287943345
57900,123.636000655684
58200,121.685336281962
58500,119.815529352478
58800,118.024672906534
59100,116.31075065002
59400,114.671661404974
59700,113.105239878179
60000,111.609277384731
60300,110.181528471729
60600,108.819736654977
60900,107.521663104767
61200,106.284956219474
61500,105.105867545571
61800,103.978070169659
62100,102.893549740332
62400,101.844601322503
62700,100.825980218901
63000,99.8361296355885
63300,98.8768550053544
63600,97.9517276316116
63900,97.0638254721915
64200,96.2140095139619
64500,95.4005140589283
64800,94.6197380550899
65100,93.8676353357712
65400,93.1409983836215
65700,92.4382626443273
66000,91.7596457497659
66300,91.106505891725
66600,90.4802010134585
66900,89.8813920660818
67200,89.3104080577659
67500,88.7676444121467
67800,88.2534261366956
68100,87.7678362664832
68400,87.3106787403035
68700,90.0893072183935
69000,97.2337163837482
69300,106.711950515213
69600,117.350406693102
69900,128.436722309881
70200,139.505166977236
70500,150.223776461543
70800,160.377327565593
71100,169.76185471616
71400,178.167391152357
71700,185.491568439144
72000,191.651856429629
72300,196.592749473803
72600,200.288212030786
72900,202.740608515505
73200,203.977840323869
73500,204.055258244302
73800,203.097916755347
74100,201.295325934861
74400,198.849996321722
74700,195.951647175493
75000,192.763779304832
75300,189.417980547456
75600,186.015500563409
75900,182.630953419014
76200,179.309964482671
76500,176.069181928967
76800,172.908000589942
77100,169.820487006815
77400,166.800805170722
77700,163.845070618116
78000,160.948885227615
78300,158.086973380701
78600,155.262467740852
78900,152.483403842297
79200,149.755659871527
79500,147.084013168694
79800,144.472532774639
80100,141.924707429365
80400,139.44348297415
80700,137.031275143987
81000,134.689989011353
81300,132.42104114177
81600,130.225384339274
81900,128.103548126445
82200,126.055681545497
82500,124.081590959029
82800,122.180778070418
83100,120.352478770631
83400,118.595700564463
83700,116.909256086488
84000,115.291791978493
84300,113.741817113461
84600,112.257699930279
84900,110.837459288615
85200,109.479056711723
85500,108.180682390393
85800,106.940620866242
86100,105.756959603121
86400,104.625695644244
86700,103.540090743256
87000,102.492496855905
87300,101.476706119608
87600,100.489640963729
87900,99.531691062142
88200,98.6057265983325
88500,97.7151094628855
88800,96.8616847029263
89100,96.0447815890032
89400,95.2615137097901
89700,94.5079631086042
90000,93.7805284137514
90300,93.0769592964577
90600,92.3968187574069
90900,91.7411585447856
91200,91.1114939392058
91500,90.508740867231
91800,89.9333153869007
92100,89.3856477624257
92400,88.8661168797977
92700,88.3748669921679
93000,87.9117613173782
93300,87.4764081662222
93600,87.0682120488815
93900,86.68642759393
94200,86.330207182477
94500,85.9986395876591
94800,85.6907800068971
95100,85.4056729530556
95400,85.1423686148134
95700,84.899933044432
96000,84.6774544469446
96300,84.4740474611344
96600,84.288855881533
96900,84.1210542023749
97200,83.9698485916
97500,83.8344773774874
97800,83.7142106569425
98100,83.6083488957352
98400,83.5162212673162
98700,83.437184278571
99000,83.3706205652842
99300,83.3159377723989
99600,83.2725674842095
99900,83.2399642084891
100200,83.2176045335634
100500,83.2049863941191
100800,83.2016282419083
101100,83.2070681091332
101400,83.2208625658625
101700,83.2425856762494
102000,83.2718281133437
102300,83.3081964275354
102600,83.3513124064479
102900,83.4008124900798
103200,83.4563472229522
103500,83.5175807342142
103800,83.5841902412237
104100,83.6558655742815
104400,83.7323087211643
104700,83.8132333904866
105000,83.8983645947768
105300,83.9874382680659
105600,84.0802009244144
105900,84.1764093161522
106200,84.2758300734774
106500,84.3782393439953
106800,84.4834224427145
107100,84.5911735165651
107400,84.7012952243596
107700,84.813598430523
108000,84.927901902354
108300,85.0440320153497
108600,85.1618224805682
108900,85.2811140925065
109200,85.4017544902898
109500,85.5235979281053
109800,85.6465050529082
110100,85.770342688477
110400,85.8949836253961
110700,86.0203064167739
111000,86.1461951795946
111300,86.2725394016272
111600,86.3992337538155
111900,90.399871668802
112200,99.8238618712386
112500,112.297107087773
112800,126.369495936838
113100,141.102278901821
113400,155.852121397579
113700,170.13063242187
114000,183.517130051588
114300,195.825332564188
114600,206.891650562512
114900,216.574782178978
115200,224.76827425684
115500,231.404689728148
115800,236.45520683483
116100,239.926725822668
116400,241.857653827121
116700,242.313649305557
117000,241.393806769294
117300,239.278041350038
117600,236.214920944448
117900,232.460552316934
118200,228.244972340529
118500,223.75753798194
118800,219.146001409172
119100,214.521503491738
119400,209.963546710193
119700,205.512574639397
120000,201.177043750304
120300,196.953046659087
120600,192.834096124929
120900,188.814914456146
121200,184.892473476508
121500,181.065879720995
121800,177.335859629458
122100,173.704181180187
122400,170.173145854558
122700,166.745192920695
123000,163.4226185555
123300,160.200355159697
123600,157.052902605057
123900,153.987471271392
124200,151.010473180435
124500,148.125362671627
124800,145.333948328667
125100,142.637019890537
125400,140.034667507423
125700,137.526458859497
126000,135.111546108779
126300,132.788740611021
126600,130.556570261792
126900,128.413327007523
127200,126.357111075892
127500,124.385871058394
127800,122.497437164431
128100,120.689546078187
128400,118.959866194276
128700,117.306022971851
129000,115.725615054917
129300,114.216230178576
129600,112.775365292767
129900,115.172507645083
130200,122.65319183048
130500,132.785766348336
130800,144.187609390664
131100,156.011739083707
131400,167.682815938757
131700,178.714761723631
132000,188.841292491246
132300,197.866031251934
132600,205.640230027266
132900,212.062264939821
133200,217.074546707128
133500,220.659054980947
133800,222.832190513405
134100,223.63937312298
134400,223.156960503393
134700,221.545752520701
135000,219.035039683681
135300,215.85918793191
135600,212.230433635173
135900,208.324598629587
136200,204.279545436916
136500,200.19948245203
136800,196.159744804379
137100,192.201963109604
137400,188.337677599174
137700,184.564127737485
138000,180.875054828061
138300,177.265210905693
138600,173.731701345684
138900,170.273967310279
139200,166.893269708045
139500,163.592072738751
139800,160.367722126229
140100,157.196390350716
140400,154.086953971341
140700,151.04829816575
141000,148.086196511082
141300,145.204701404059
141600,142.406758478825
141900,139.694493446757
142200,137.069356472189
142500,134.53221217729
142800,132.083413297905
143100,129.722861736085
143400,127.45006228531
143700,125.264174393557
144000,123.164061106287
144300,121.14833385335
144600,119.2153914943
144900,117.363456664071
145200,115.590611850964
145500,113.89483156847
145800,112.274007024593
146100,110.725966405188
146400,109.248496823364
146700,107.839364096937
147000,106.496283736953
147300,105.216387720289
147600,103.994369165729
147900,102.822277637077
148200,101.691568288306
148500,100.59546718975
148800,99.5305812724426
149100,98.4971259383836
149400,97.4978841835966
149700,96.536233560297
150000,95.6141692162553
150300,94.7312859615129
150600,93.8850106148126
150900,93.0716455315327
151200,92.2876025363875
151500,91.5303957098456
151800,90.7991034885377
152100,90.0941758959671
152400,89.4166731150629
152700,88.7673164361514
153000,88.1460905564335
153300,87.5525995685424
153600,86.9864736231719
153900,86.4475267741456
154200,85.9358128066197
154500,85.4515570362243
154800,84.9949478758755
155100,85.9367603475741
155400,88.7500466479783
155700,92.5644777717267
156000,96.8772640493924
156300,101.371379951719
156600,105.833985134282
156900,110.117495220691
157200,114.129681921717
157500,117.808707723091
157800,121.089550645345
158100,123.903689418127
158400,126.191976855856
158700,127.910862460923
159000,129.035761665836
159300,129.576969214901
159600,129.599018553821
159900,129.200350280969
160200,128.478671277889
160500,127.518173455389
160800,126.389124855979
161100,125.149974465743
161400,123.84883959228
161700,122.524361028318
162000,121.203304335319
162300,119.898552034423
162600,118.613577477267
162900,117.348387913515
163200,116.102462872121
163500,114.87588112823
163800,113.669588798765
164100,112.485305577123
164400,111.325226937114
164700,110.190978633478
165000,109.082758765997
165300,107.999902160759
165600,106.941758427618
165900,105.908052042942
166200,104.899167654757
166500,103.91674005253
166800,102.963564295885
167100,102.042597627098
167400,101.155700440027
167700,100.302608095272
168000,99.4809224453188
168300,98.6871333353443
168600,97.9180263812859
168900,97.1718601763699
169200,96.4488313175316
169500,95.7506027220995
169800,95.0790728933328
170100,94.4350662874539
170400,93.8179440381333
170700,93.2265315242653
171000,92.6601733974381
171300,92.1187721016549
171600,91.6023910086064
171900,91.1110450693042
172200,90.6446226059868
172500,90.2028707720315
172800,89.7854087903808
